Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,Price,Brand,Model,CarAge
9,62000,1,1,0,19.01,1461,98.145,2,5,4,7.75,22,57,9
5,107890,1,1,0,13.5,2198,157.7,0,7,5,20.5,7,66,6
5,54000,1,0,0,16.55,1968,147.51,2,5,4,18,0,10,11
7,74325,4,1,0,19.4,1198,86.8,1,5,4,3.51,8,31,8
4,76752,4,1,0,17.4,1497,117.3,0,5,4,3.57,8,44,12
10,100000,1,0,0,12,2987,224,0,7,5,32,17,81,9
9,27000,4,0,0,13,1591,121.3,0,5,4,11.45,9,53,6
1,72000,4,1,2,13.2,1495,94,1,5,4,2,9,14,14
6,62000,1,1,0,22.07,1199,73.9,1,5,4,3.5,27,128,9
1,131500,1,1,2,9.5,2835,118.6,0,6,5,9.15,19,123,10
5,51355,1,0,0,14.84,2143,170,1,5,4,27,17,115,8
5,1900,4,1,0,25.17,799,53.3,1,5,4,4.45,22,101,4
3,14799,4,1,0,21.1,814,55.2,0,5,4,4.14,9,61,8
6,81310,1,1,0,21.19,1396,88.76,1,5,4,5.9,9,204,7
5,88096,1,1,2,19.3,1248,73.9,1,5,4,3.5,16,166,13
5,93000,1,1,0,14,2179,138.1,1,7,5,8.25,25,153,8
3,72202,1,1,0,13.68,2393,147.8,0,8,5,17.92,26,96,5
7,30523,4,0,0,14.7,1798,177.5,2,5,4,17.08,23,118,5
6,75055,1,1,0,19.01,1461,108.5,2,5,4,6.5,20,170,7
10,131500,1,1,3,12.99,2494,100.6,1,7,4,6.5,26,96,9
8,33000,4,1,0,19.1,1197,85.8,2,5,4,3.99,16,166,8
5,53000,1,1,0,27.28,1047,69,1,5,4,5,25,172,5
6,89000,4,1,2,6.5,999,98.145,1,5,4,1.6,9,156,13
3,29277,1,0,0,11.57,2987,228.25,2,5,4,59.65,17,84,4
10,55000,3,1,2,13.45,1086,62.1,2,5,4,1.65,9,156,12
2,58133,1,1,0,22.9,1248,74,0,5,4,4.8,16,166,10
7,50230,4,1,0,18.9,998,67.1,0,5,4,3.87,16,183,7
7,32249,1,1,0,21.9,1498,98.6,2,7,5,10.79,8,23,5
2,29000,1,0,0,11.57,2987,228.25,1,5,4,65,17,84,6
4,131500,4,1,0,12.4,1998,132,1,8,5,4.5,26,96,16
2,21000,1,0,0,17.05,1995,184,1,5,4,33,1,185,6
7,3923,4,1,0,23.1,998,67.04,2,5,4,5.2,16,42,5
4,65771,4,1,2,17.3,1061,64,1,5,4,0.75,16,183,16
0,18050,4,1,2,25.4,624,37.5,1,4,4,1,25,114,8
10,31900,4,1,0,13.4,1798,157.8,0,5,4,3.75,23,104,11
7,41534,4,1,0,17.01,1591,121.3,1,5,4,7.99,9,179,5
3,46913,1,0,0,14.94,2967,228.25,1,5,4,16.11,0,10,10
3,13916,4,1,0,18.9,1197,81.86,0,5,4,6.44,9,89,3
7,30717,1,0,2,21.76,1995,190,0,5,4,25.99,1,2,7
6,97000,1,1,2,20.45,1461,83.8,1,5,4,4.25,22,57,10
7,63423,1,1,0,23,1498,98.96,2,5,4,7.69,7,62,5
3,45449,1,1,0,27.3,1498,98.6,1,5,4,7.48,8,97,6
5,68776,4,1,0,21.1,1197,85.8,0,5,4,3.9,16,142,10
0,61297,1,1,0,25.8,1498,98.6,0,5,4,4.35,8,17,8
9,22000,1,1,0,13.68,2393,147.8,1,8,5,16.5,26,96,5
2,126000,1,1,3,16,2179,140,1,7,5,6.7,15,195,11
6,120005,1,1,0,21.64,1461,84.8,2,5,4,4,20,164,9
10,73000,1,1,0,21.12,1248,88.8,2,5,4,3.4,25,109,10
7,61495,4,1,3,17.3,993,60,1,5,4,1.52,16,201,16
5,51787,1,1,0,17.8,1248,98.145,2,5,4,6.45,16,166,6
10,3000,1,1,0,23.59,1364,67.04,2,5,4,7.9,26,70,4
6,46522,1,1,0,24,1120,70,0,5,4,4.5,9,89,6
10,21558,1,1,0,24.3,1248,88.5,0,5,4,8.9,16,180,6
7,46007,4,1,0,17,1198,73.75,2,5,4,5.71,27,18,4
3,50484,1,0,0,10.91,3163,197.2,1,7,5,31.12,7,66,5
5,76206,1,1,0,17.8,1248,75,0,5,4,4.25,16,166,14
9,57000,4,0,0,16.8,1497,118,1,5,4,4.4,8,44,11
8,22000,1,1,0,20.14,1498,88,1,5,4,6.29,27,128,6
10,48300,1,0,0,20,2143,107.3,2,5,4,17.5,17,7,7
5,49000,1,1,0,16,2179,140,1,7,5,9,15,195,9
2,5500,4,0,0,24.07,998,67.1,1,5,4,4.25,16,16,5
9,57500,4,1,0,18.5,1197,80,1,5,4,2.75,9,204,12
7,28973,1,1,0,24.7,1047,69,1,5,4,6.64,25,173,4
8,10512,4,0,0,8.6,2706,228.25,1,2,2,64,21,30,7
9,66000,4,1,0,19.7,796,46.3,2,5,4,1.5,16,16,12
7,8899,1,1,0,13.68,2393,147.8,2,7,4,19.92,26,96,4
9,40600,4,0,0,17,1591,121.3,0,5,4,7.2,9,179,7
7,58620,4,1,0,18.6,1197,81.83,2,5,4,7.14,9,204,5
3,38995,1,1,0,19.3,1248,73.9,0,5,4,6.46,16,166,9
4,56000,4,0,0,14.53,1798,138.1,1,5,4,8.25,26,51,9
0,51000,4,1,0,17,1086,98.145,2,5,4,1.75,9,156,14
4,130000,1,1,0,19.64,1461,108.45,0,5,4,3.75,22,57,10
6,69000,4,1,0,19.5,1199,88.76,0,5,4,4.5,8,17,8
5,83000,1,1,2,17.8,1399,98.145,0,5,4,2.4,7,74,14
5,131500,1,0,0,12.55,2982,168.5,0,7,5,17.49,26,77,10
0,55100,4,1,0,18.9,998,67.1,0,5,4,1.45,16,183,15
10,130923,1,0,0,14.21,2143,203,0,5,4,12.5,17,60,12
8,43000,1,1,0,26.59,1248,74,2,5,4,5.5,16,166,7
7,33554,1,1,0,25.83,1498,99,2,5,4,6.22,7,75,6
2,129000,1,1,0,25,1396,69,0,5,4,3,25,94,5
7,10393,4,1,0,18.9,1197,81.86,0,5,4,6.03,9,89,4
7,60033,1,0,0,18.18,2967,228.25,2,4,4,51.52,21,124,8
3,17665,4,1,0,15.8,1591,121.3,0,5,4,11.78,9,53,4
5,15000,1,0,0,10.91,3163,197,0,7,5,33,7,66,4
0,80000,1,1,0,24.3,1248,88.5,0,5,4,8,16,180,5
5,48158,1,1,0,22.32,1582,126.32,1,5,4,6.7,9,179,9
2,58000,1,0,0,18.59,2993,228.25,0,5,4,11.75,1,3,12
8,64000,1,1,2,25.8,1498,98.6,1,5,4,3.5,8,17,8
3,38622,4,1,0,17.4,1497,117.3,1,5,4,6.26,8,44,9
4,63776,1,1,0,24,1120,70,1,5,4,3.96,9,89,7
2,24000,4,1,0,17,1197,80,2,5,4,4.25,9,204,11
8,10000,4,1,0,20.51,998,67.04,1,5,4,4.5,16,183,4
5,44600,4,0,0,23.1,998,67.04,1,5,4,4.55,16,42,8
10,85000,1,0,2,6.5,2179,115,1,5,4,17.5,14,143,10
4,55000,4,1,0,18.6,1197,85.8,0,5,4,4.2,16,166,8
2,82000,1,1,2,14.02,2179,118.3,0,7,5,4.85,15,198,7
5,34000,1,0,0,21.66,1498,103.52,0,5,4,7.99,23,139,7
4,32000,4,0,0,14.8,1595,120.7,1,5,4,11,17,22,9
0,100000,1,0,0,18.88,1995,184,1,5,4,24.75,1,2,7
8,39002,1,1,0,23.08,1461,63.1,2,5,4,2.85,20,110,11
7,34613,1,1,0,28.4,1248,74,0,5,4,6.24,16,166,5
9,69000,4,1,2,20.4,1197,81.8,0,5,4,2.15,16,166,14
3,35043,4,1,0,17.19,1197,81.86,1,5,4,8.19,9,204,5
10,71000,4,1,0,18.9,998,67.1,0,5,4,2,16,183,12
8,33249,1,1,0,21.27,1396,88.76,0,5,4,3.25,9,204,10
5,53293,4,1,0,13.14,1798,160,0,5,4,6,23,165,12
9,62714,4,0,0,12.1,2362,164.7,0,5,4,4.5,26,36,12
8,30500,4,0,0,11.74,1796,186,2,5,4,10.5,17,115,12
7,37578,4,1,0,18,1198,86.7,2,5,4,6.14,8,17,5
1,80010,4,1,2,20.4,1197,81.8,2,5,4,2.85,16,166,16
9,24000,1,0,0,17.9,2143,170,2,5,4,46.95,17,83,5
5,90000,1,1,0,12.05,2179,120,0,8,5,7.9,15,158,8
10,131500,1,0,0,18.1,1991,147.9,0,4,4,4.65,3,55,10
10,85000,4,1,0,15.3,1596,101,1,5,4,1.46,7,74,12
3,65743,4,1,0,20.14,1197,81.86,2,5,4,6.2,9,196,7
2,32200,4,1,2,17,1197,80,2,5,4,3.25,9,204,11
8,4311,1,1,0,25.83,1498,99,0,5,4,4.8,7,75,7
1,26246,4,1,0,15.29,1591,121.3,1,5,4,10.75,9,53,5
8,19500,4,1,2,18.9,1197,82,0,5,4,2.85,9,89,8
3,37832,4,0,0,22.5,998,67,0,5,4,5.23,16,183,5
7,24773,4,1,0,21.4,1197,83.1,2,5,4,7.5,16,25,5
4,45376,1,1,0,28.4,1248,73.75,2,5,4,5.75,16,58,6
4,90000,1,1,0,25.8,1498,98.6,1,5,4,3.8,8,17,9
7,76718,1,0,0,16.96,1968,138.03,2,5,4,6.51,27,99,9
4,85000,1,1,0,12.05,2179,120,2,8,5,5.25,15,158,11
3,53497,4,1,0,18,1198,86.7,1,5,4,5.45,8,17,7
3,108640,1,0,0,11.5,2993,228.25,2,5,4,23.29,1,3,9
4,12923,1,1,0,25.1,1248,88.5,2,5,4,8.92,16,146,4
2,82697,1,1,0,25.44,936,57.6,1,5,4,1.9,3,26,10
6,131500,1,1,2,17.2,1396,53.5,1,5,4,0.85,25,94,15
8,62000,1,1,0,12.05,2179,120,0,8,5,6.25,15,158,10
4,92000,4,1,0,15.5,1586,103.3,0,5,4,2.7,16,152,13
5,92450,4,1,0,15.4,1590,94,2,5,4,1.2,16,25,16
9,36000,4,1,0,17.57,1193,88.7,0,5,4,3.7,25,202,8
3,17477,4,1,0,17,1198,108.5,2,5,4,9.62,25,116,4
9,10200,4,1,0,19.1,1197,82,0,5,4,4.99,9,196,6
10,131500,4,1,2,15.4,1590,94,1,5,4,1.05,16,25,16
9,25121,1,1,0,13.68,2393,147.8,0,7,4,17.11,26,96,6
5,16810,4,1,0,25.4,624,37.5,0,4,4,1.6,25,114,8
4,103814,1,1,2,22.32,1582,126.32,0,5,4,4.5,9,179,11
9,21000,1,0,0,17.9,2143,201.15,0,5,4,56,17,84,6
7,41981,4,1,0,18.7,1199,88.7,2,5,4,6.14,8,97,5
2,67000,4,1,2,18.5,1197,85.8,1,5,4,2.25,16,142,11
7,43993,4,1,0,21.1,814,55.2,1,5,4,3.45,9,61,7
5,95000,4,0,2,12.9,1799,130,1,5,4,3,8,45,14
2,131500,1,1,2,19.09,1396,69,1,5,4,2.7,25,95,13
5,17729,4,1,0,21.1,814,55.2,1,5,4,3.65,9,61,9
8,39273,1,0,0,14.3,1968,140,2,5,4,6.99,27,125,10
7,55036,1,1,0,22.54,1396,88.73,1,5,4,6.35,9,204,6
1,48000,1,0,0,13.01,2199,194.3,0,7,5,16.25,9,155,8
7,52207,4,1,0,17.71,1197,78.9,2,5,4,4.56,26,70,7
4,51000,4,1,2,19.81,1086,68.05,1,5,4,2.2,9,203,10
4,20000,1,0,0,19.27,2143,170,1,5,4,33,17,115,6
5,50000,1,1,0,20.14,1498,88.8,0,5,4,6.2,27,128,7
7,52398,1,1,0,25.44,936,57.6,1,5,4,2.47,3,26,8
2,83000,1,1,0,23.2,1248,73.94,1,5,4,2.95,16,142,13
5,74911,1,1,0,20.45,1461,83.8,2,5,4,6,22,57,9
4,50000,4,0,0,18,1497,117.3,2,5,4,8.25,8,44,7
10,91000,4,1,3,16.8,1341,83,1,5,4,0.8,9,88,16
10,39000,1,1,0,22.07,1199,73.9,1,5,4,3.05,27,128,12
4,58000,1,1,0,24.4,1120,71.01,0,5,4,4.95,9,196,7
5,50000,1,0,0,17.11,1968,174.33,1,5,4,25,0,10,7
7,91903,1,0,0,17.68,1968,174.33,0,5,4,17.56,0,11,9
3,40318,1,0,0,14.16,1968,174.3,2,5,4,43.74,0,133,5
7,82103,1,1,0,15.1,2179,140,0,7,5,6.2,15,195,10
9,61529,4,0,0,18.19,1197,103.5,2,5,4,5.65,27,177,8
4,81755,1,1,0,20,1968,108.5,2,5,4,4.75,23,104,9
1,21000,1,0,0,17.11,1968,174.33,1,5,4,24.5,0,10,8
7,56628,1,1,0,20.4,1248,92,0,5,4,5.85,5,105,6
0,89000,4,1,0,13.5,1799,130,1,5,4,4.25,8,45,13
4,69000,4,0,0,17.21,1197,103.6,0,5,4,4.5,27,128,9
6,100000,4,1,2,15.3,1493,98.145,2,5,4,0.85,9,88,16
9,74000,1,1,2,22.32,1582,126.3,0,5,4,3.75,9,179,11
10,61700,4,1,0,14.8,1799,130.2,1,5,4,2.95,8,45,12
10,58000,0,1,0,26.6,998,58.16,2,5,4,3,16,183,8
5,41367,1,0,0,15.8,2148,170,0,5,4,18.49,17,115,10
7,12645,4,0,0,17,1591,121.3,2,5,4,11.5,9,179,3
10,6000,4,1,0,17.19,1197,81.86,0,5,4,7.25,9,204,6
3,25082,1,0,0,28.4,1248,73.75,2,5,4,8.37,16,58,4
3,20604,1,0,0,19.27,2143,167.62,2,5,4,39.62,17,115,4
4,73539,1,1,0,19.01,1461,108.45,2,5,4,6.75,22,57,7
5,90000,1,1,2,16.8,1493,110,1,5,4,2.25,9,179,14
3,55662,1,0,0,12.07,2967,228.25,1,7,5,42.83,0,134,7
10,131500,4,1,2,16.78,1496,88.73,0,5,4,3.85,26,70,7
6,98008,1,1,0,22.7,1582,126.24,2,5,4,6.25,9,64,10
10,80102,4,1,0,17.71,1197,78.9,2,5,4,3.5,26,70,8
9,30000,1,1,0,22.7,1498,89.84,0,5,4,8.75,7,62,5
4,50000,4,0,0,18,1497,117.3,0,5,4,7.41,8,44,7
4,81177,1,1,0,16,1997,140,0,7,5,11.25,15,195,6
7,80606,1,1,0,25.1,1498,98.6,1,5,4,6.96,8,44,7
6,12500,4,1,0,19.1,1197,82,2,5,4,4.15,9,196,8
10,64430,1,1,0,20.54,1598,103.6,2,5,4,5.2,27,177,9
10,46000,1,0,2,16.36,2179,187.7,2,5,4,24,11,192,9
2,78000,1,1,0,22.9,1248,74,1,5,4,4.4,16,166,10
4,40000,4,0,0,15.04,1991,183,0,5,4,24.5,17,33,6
2,107000,1,1,2,21.27,1396,88.76,1,5,4,4.5,9,204,10
10,100000,0,1,3,17,1086,98.145,2,5,4,1.2,9,156,16
6,57000,1,1,0,20.77,1248,88.8,1,7,5,7,16,68,8
4,77000,1,1,2,12.05,2179,120,1,8,5,4.93,15,158,10
3,67585,1,1,0,12.99,2494,100.6,2,7,4,11.99,26,96,7
3,4721,4,1,0,14,796,35,2,5,4,4.11,16,119,3
10,125600,1,1,0,21.64,1461,84.8,0,5,4,3.75,20,164,9
10,125000,1,0,0,11.5,2982,169,0,7,5,13.5,26,77,10
8,6000,4,1,0,20.63,1198,67.06,0,5,4,2.7,4,86,6
0,54000,1,1,0,13.68,2393,147.8,1,7,4,16.5,26,96,6
4,40000,1,1,0,24.3,1248,88.5,2,5,4,7.85,16,180,5
5,99595,1,1,2,22.9,1248,74,1,5,4,4.75,16,166,9
5,43000,1,1,0,27.3,1498,98.6,1,5,4,7.75,8,97,6
4,62282,4,0,0,16.95,1197,78.9,0,5,4,2.9,9,203,10
2,30000,4,1,2,16.8,1497,116.3,0,5,4,6,8,44,8
2,65000,1,0,0,26.59,1248,74,0,5,4,6.75,16,166,3
9,32720,1,1,0,23,1396,90,2,5,4,4.5,9,204,8
7,25692,4,1,0,21.56,1462,103.25,1,5,4,9.95,16,43,4
5,44000,4,0,0,23.1,998,67.04,1,5,4,4.3,16,42,8
4,48000,4,1,0,23.1,998,67.04,0,5,4,3.25,16,42,8
6,61238,1,1,0,20.45,1461,83.8,2,5,4,5.25,22,57,9
4,71800,1,1,0,23.4,1248,74,1,5,4,2.9,16,166,8
9,58000,4,1,2,18.5,1197,80,0,5,4,2.5,9,204,12
7,53886,4,1,0,25.17,799,53.3,0,5,4,3.07,22,101,6
9,38235,4,1,0,20.36,1197,78.9,0,5,4,1.95,9,203,14
4,107000,1,1,0,13,2982,168.5,1,7,5,16.5,26,77,8
2,65134,4,1,3,13.8,1299,70,0,5,4,0.8,7,93,16
10,70000,4,1,3,14.53,1798,138.1,0,5,4,3,26,51,13
10,61000,4,1,2,17.5,1198,70,0,5,4,1.65,23,73,14
8,40000,4,1,0,19.1,1197,85.8,0,5,4,3.55,16,166,9
5,43000,1,0,0,14.16,1968,174.3,0,5,4,39.5,0,133,6
7,13747,4,0,0,14.67,1798,177.46,1,5,4,27.3,23,165,3
4,51000,4,0,0,11.74,1796,186,1,5,4,11.5,17,115,11
10,80000,1,1,0,15.1,2179,140,0,7,5,6.5,15,195,10
4,52000,1,1,0,28.4,1248,74,2,5,4,3.55,16,166,10
7,71703,4,0,0,14.74,1991,181.03,2,5,4,9.14,17,115,11
9,57000,4,1,2,14.49,1399,92.7,2,5,4,2.1,3,20,11
9,14001,4,1,0,18.6,1197,81.83,1,5,4,5.75,9,204,5
4,65537,0,1,2,29.86,796,40.3,0,4,4,2.1,16,16,10
4,87430,4,1,0,17,1497,118,2,5,4,3.5,8,44,12
3,35188,1,1,0,22.77,1498,98.59,1,5,4,11.13,7,62,3
10,38000,4,1,0,22.74,796,47.3,1,5,4,3.11,16,16,5
2,70000,1,0,0,18.88,1995,184,2,5,4,17.55,1,2,8
5,130000,1,1,0,13.1,2499,141,2,7,5,6,7,66,15
10,25200,4,1,0,18.9,998,67.1,2,5,4,3.35,16,183,7
8,39800,4,1,0,16,1198,90,0,5,4,1.99,8,97,12
2,55231,4,1,2,20.36,1197,78.9,2,5,4,2.78,9,203,10
9,40000,0,1,2,26.6,998,58.16,0,5,4,3.15,16,183,8
9,60000,4,0,0,11.7,2354,177.6,2,5,4,4.45,8,15,11
7,29085,4,1,0,18.15,1198,82,2,6,4,5.84,15,100,5
7,59508,4,1,0,25.4,624,37.48,2,4,4,1.26,25,114,8
10,55960,1,1,0,11.5,2982,171,0,7,5,17.25,26,77,8
8,36000,1,1,0,25.8,1498,98.6,0,5,4,3.25,8,17,8
3,15473,4,1,0,16.8,796,34.2,2,5,4,3.58,16,119,5
7,61795,4,1,0,17.8,1198,86.7,0,5,4,5.53,8,17,5
8,25000,4,1,2,15.7,1172,67,0,5,4,1.25,5,90,11
7,82606,4,1,2,16,1198,90,2,5,4,2.69,8,97,12
3,6261,1,1,0,16.3,1956,170,0,5,4,23.91,12,48,3
9,26200,0,1,0,29.86,796,47.3,0,5,4,2.15,16,16,9
9,53000,4,1,2,14,1061,64,2,5,4,1.85,16,183,13
7,17370,4,1,0,17,1198,73.75,2,5,4,5.84,27,18,4
8,2100,4,1,0,24.07,998,67.1,0,5,4,3.6,16,16,4
9,25000,4,1,0,18.4,1198,86.8,2,5,4,2.75,8,31,10
0,74000,1,1,0,21.9,1396,88.76,0,5,4,6.5,9,204,6
4,27000,4,1,0,18.9,1197,82,2,5,4,4.5,9,89,7
6,60000,1,0,0,10,2148,170,2,5,4,27,17,60,9
2,55000,4,1,0,15.1,1196,73,1,7,5,3.75,16,63,6
5,131500,1,1,0,21.43,1364,87.2,1,5,4,5.99,26,51,12
5,85000,4,1,2,19.7,796,46.3,2,5,4,1.8,16,16,13
5,90200,1,1,0,20,1399,68.05,0,5,4,3.5,7,75,9
6,58500,4,1,0,18.6,1197,81.83,2,5,4,6.25,9,204,5
9,2000,4,1,0,18.88,1499,110.4,2,5,4,8.65,7,62,5
3,15731,4,1,0,15.29,1591,121.3,2,5,4,12.49,9,53,5
9,34895,4,0,0,19.15,1198,75.94,0,5,4,4.6,20,110,7
9,73000,4,0,0,10.93,3163,228.25,2,5,4,10.4,17,60,12
8,1800,4,0,0,16.05,1499,110.4,2,5,4,11.37,7,62,5
2,13500,4,1,0,18.15,1198,82,2,6,4,3.75,15,100,6
3,25093,4,1,0,21.4,1197,83.1,1,5,4,7.76,16,25,4
9,28004,4,1,0,17.8,1497,117.3,2,5,4,7.1,8,44,7
10,68553,4,1,2,15,1586,104.68,2,5,4,1.5,16,152,15
1,75371,1,1,0,20.46,1461,83.8,1,5,4,6.69,22,57,9
9,43628,4,1,0,22.5,998,67.04,0,5,4,3.16,16,183,8
3,118218,1,0,0,12.07,2967,228.25,2,7,5,31.41,0,134,8
5,31000,1,1,0,21.13,1498,108.4,1,5,4,10.5,23,139,5
8,55000,4,1,0,17.6,1496,88.7,1,5,4,2.99,26,70,10
8,51387,1,1,0,12.05,2179,120,1,7,5,5.5,15,158,11
5,52195,4,1,0,19.7,796,46.3,1,5,4,1.75,16,16,15
10,90000,1,1,2,15.1,2179,140,2,7,5,6.1,15,195,11
6,89000,4,1,0,17.01,1591,121.3,0,5,4,7.5,9,179,7
3,43686,4,0,0,10.5,3163,228.25,1,4,4,50.66,11,193,11
0,50123,1,1,0,17,1405,70,2,5,4,1.9,25,95,10
8,40000,4,1,0,15,1368,90,1,5,4,1.35,25,109,12
6,76551,1,1,0,25.1,1498,98.6,2,5,4,7.25,8,44,8
3,43127,1,1,0,23.59,1364,67.04,1,5,4,6.85,26,70,4
6,56000,4,1,0,23.1,998,67.04,1,5,4,2.79,16,42,8
4,32000,4,0,0,19.12,1373,91.1,1,5,4,9.2,16,43,5
8,62144,1,1,2,26.21,1248,88.5,1,5,4,5.75,16,43,7
8,35277,4,0,0,7.81,3163,228.25,2,5,4,30,17,144,12
7,39854,4,1,0,18,1198,86.7,1,5,4,5.64,8,17,6
4,88000,1,0,0,16.55,1968,140,0,5,4,7.98,0,10,13
6,23000,4,1,0,18.9,1197,82,2,5,4,4.5,9,89,5
5,60000,4,1,0,20.36,1197,78.9,1,5,4,3.2,9,203,11
6,10000,4,1,0,18.9,1197,81.86,2,5,4,5.85,9,89,4
1,11000,4,1,3,18.9,796,47,0,5,4,2.9,16,16,11
3,87652,1,0,2,14.16,1968,174.3,1,5,4,25.71,0,133,8
7,47681,4,0,0,16.8,1497,116.3,1,5,4,8.73,8,44,6
3,72599,4,1,0,22.5,998,67.04,0,5,4,4.32,16,183,7
3,20667,4,0,0,18.9,1197,81.86,1,5,4,7.55,9,89,4
9,35000,1,0,0,16.73,2993,218,2,5,4,21,1,3,9
1,17800,4,0,2,21.9,624,37.48,2,4,4,2.38,25,114,6
7,49133,4,1,0,19.4,1198,86.8,0,5,4,4.51,8,31,7
10,70000,4,1,0,16.1,1298,88.2,0,5,4,1.3,16,166,11
7,68880,4,1,0,16.95,1498,97.7,0,5,4,3.97,20,164,9
10,43706,4,0,0,10.9,2497,215,2,5,4,9,1,2,11
9,56000,4,1,2,17.7,1497,78,2,5,4,1.25,8,44,16
3,53702,1,1,0,23.59,1364,67.04,1,5,4,6.55,26,70,6
8,26300,1,1,0,25.44,936,57.6,1,5,4,2.8,3,26,9
10,14000,4,0,0,14.8,1497,121.36,0,5,4,9.99,7,62,5
9,41000,4,1,0,18.2,1199,82.4,1,5,4,3.25,3,154,7
3,28637,4,1,0,19.4,1198,86.8,2,5,4,5.53,8,31,8
6,41210,4,1,0,18,1198,86.7,1,5,4,4.4,8,17,8
8,47722,1,1,0,21.1,1248,73.9,2,5,4,1.7,16,142,12
10,131500,1,1,0,23.4,1248,74,1,5,4,5,16,166,8
0,55300,1,1,0,19.87,1461,83.8,2,5,4,4.75,22,57,8
9,7100,4,0,0,23.1,998,67.04,1,5,4,4.35,16,42,6
2,49900,4,1,0,20.85,1197,83.14,1,5,4,4.8,16,166,7
3,22060,1,0,0,18.51,1968,147.51,2,5,4,32.73,0,132,4
6,51264,4,1,0,24.07,998,67.1,0,5,4,3.2,16,16,6
10,69870,4,1,2,14.2,1597,92,1,5,4,1.1,7,93,16
10,21107,4,1,0,17.1,1591,121.3,1,5,4,5.25,9,179,9
5,110000,1,1,2,20.54,1598,103.6,2,5,4,3.65,27,177,10
10,127000,4,1,2,16.8,1497,116.3,1,5,4,4.5,8,44,9
0,83000,1,1,0,19.3,1248,73.9,0,5,4,2.75,16,166,12
2,75180,1,1,0,22.9,1248,74,2,5,4,5.25,16,166,8
9,29000,1,1,0,19.01,1461,108.45,2,5,4,6.5,22,57,9
7,81504,1,1,0,21.43,1364,87.2,1,5,4,6.53,26,51,9
8,50000,1,1,0,24.2,1498,98.6,0,7,5,4.7,8,111,7
10,131500,1,1,0,17.8,1248,75,1,5,4,3.1,16,166,12
2,50000,2,0,0,18.16,72,41,2,5,4,13,15,59,6
4,9434,4,1,0,18.9,1197,81.86,2,5,4,5.75,9,89,4
4,53000,4,1,0,17.92,1086,62.1,2,5,4,2.35,9,156,10
4,55000,4,1,0,17.8,1497,117.3,0,5,4,5.84,8,44,8
9,36600,1,1,0,19.87,1461,83.8,0,5,4,7.49,22,57,6
5,2000,1,1,0,28.4,1248,74,1,5,4,8.2,16,166,5
10,78000,1,1,0,17.8,1399,68,2,5,4,2.8,7,74,10
3,80127,1,0,0,12.8,1968,167.6,1,5,4,23.68,0,133,9
9,31000,1,0,0,18.51,1968,147.51,2,5,4,27,0,132,5
6,83000,4,1,0,19.81,1086,68.05,2,5,4,1.75,9,203,12
8,35000,4,0,0,10.1,2354,152,2,5,4,14.7,8,35,7
5,82000,1,1,0,25.6,1498,98.6,2,5,4,8,8,44,7
0,88008,1,0,2,12.9,2755,174.5,0,7,5,22.5,26,77,6
5,42000,1,1,0,19.64,1461,108.45,2,5,4,8,22,57,9
9,14000,1,1,0,21.5,1497,108.5,2,5,4,9.9,25,116,4
10,31000,4,1,0,20.14,1197,81.86,1,5,4,5,9,196,4
7,65850,1,1,0,25.1,1498,98.6,0,5,4,9.44,8,44,5
3,58239,4,0,0,14.62,1999,149.92,0,5,4,9.69,9,64,7
6,71000,4,1,2,18.9,998,67.1,1,5,4,1.5,16,183,15
2,85445,4,1,2,19.81,1086,68.05,1,5,4,2,9,203,14
8,30458,4,1,0,23.1,998,67.04,1,5,4,2.99,16,42,7
8,70623,4,1,0,15.04,1598,103.6,0,5,4,3.99,27,177,7
10,123200,4,1,2,13.2,1495,94,2,5,4,1,9,14,16
1,49000,1,0,2,14.84,2143,167.62,1,5,4,19.25,17,115,10
5,67263,4,1,0,18.9,998,67.1,0,5,4,3.6,16,183,9
4,36000,4,1,0,17.6,1496,88.7,2,5,4,3.2,26,70,11
3,53920,4,1,0,14.28,1798,138.03,1,5,4,10.77,26,51,7
5,62700,1,1,0,22.7,1498,89.84,0,5,4,6.8,7,62,8
5,30000,1,0,0,18.88,1995,184,2,5,4,22,1,2,9
5,131500,1,1,0,12.99,2494,100.6,1,7,4,7.5,26,96,13
9,52000,1,0,0,13,2143,204,2,5,4,24.5,17,60,8
7,17489,4,0,0,18.9,1197,82,1,5,4,5.99,9,89,5
10,27000,1,1,0,28.4,1248,73.75,2,5,4,5.9,16,58,4
6,60000,1,0,2,15.2,1968,140.8,1,5,4,16,0,10,10
7,18553,4,1,0,18.6,1197,81.86,1,5,4,7.93,9,65,4
7,51535,1,0,0,12.55,2982,168.5,1,7,5,19.03,26,77,7
10,41000,4,0,0,14.4,1598,103.6,2,5,4,5.25,27,177,9
2,8000,4,1,0,18.2,1199,88.7,0,5,4,7.9,8,97,5
9,31000,1,0,0,21.76,1995,190,0,5,4,29.95,1,2,6
5,131500,1,1,0,12.8,2494,102,1,8,5,7.8,26,96,11
10,50000,4,1,2,23.9,624,37.48,1,4,4,0.75,25,114,11
7,36884,1,0,0,13,2143,204,0,5,4,32.25,17,60,5
9,58000,4,1,0,15.04,1598,103.6,2,5,4,3,27,177,11
5,131500,1,1,0,12.8,2494,102,0,7,4,6.25,26,96,16
